fund_code,fund_type,actual_growth,estimated_growth,deviation,deviation_level
013853,混合型-偏股,-0.3,-0.3020300764796,-0.002030076479600018,0.0
013854,混合型-偏股,-0.3,-0.3020300764796,-0.002030076479600018,0.0
009268,混合型-偏债,-0.02,-0.017919790951999998,0.002080209048000003,0.0
009269,混合型-偏债,-0.02,-0.017919790951999998,0.002080209048000003,0.0
017619,混合型-偏债,-0.01,-0.007913663472000003,0.0020863365279999973,0.0
017620,混合型-偏债,-0.01,-0.007913663472000003,0.0020863365279999973,0.0
022519,混合型-灵活,-0.17,-0.17210012071,-0.0021001207099999863,0.0
009992,混合型-偏股,-0.46,-0.45789677470799994,0.002103225292000077,0.0
001281,混合型-灵活,-0.05,-0.04785821741999999,0.002141782580000015,0.0
002072,混合型-灵活,-0.05,-0.04785821741999999,0.002141782580000015,0.0
202005,混合型-偏股,-0.56,-0.55785250435,0.002147495650000053,0.0
013413,指数型-股票,0.99,0.9921706728659998,0.002170672865999812,0.0
021047,混合型-偏股,0.37,0.37220195199300005,0.002201951993000051,0.0
010864,混合型-偏股,-0.18,-0.18221377870219999,-0.002213778702199992,0.0
023159,混合型-偏股,0.03,0.03222992888999995,0.002229928889999948,0.0
011500,混合型-偏股,-0.67,-0.67230465255,-0.002304652550000008,0.0
004824,混合型-偏债,-0.03,-0.032316477983999996,-0.002316477983999997,0.0
000727,混合型-灵活,0.07,0.07232691024999999,0.0023269102499999805,0.0
001309,混合型-偏债,0.0,0.0023313039199999996,0.0023313039199999996,0.0
008457,混合型-偏债,-0.07,-0.06764561991000001,0.0023543800899999967,0.0
011687,混合型-偏股,-1.18,-1.1823559597598001,-0.002355959759800186,0.0
016641,混合型-偏债,-0.02,-0.022445756732,-0.002445756731999999,0.0
008833,混合型-偏债,-0.01,-0.0125520697835,-0.0025520697835,0.0
008834,混合型-偏债,-0.01,-0.0125520697835,-0.0025520697835,0.0
001572,混合型-偏债,-0.18,-0.17744336290000004,0.0025566370999999533,0.0
006809,指数型-股票,-0.34,-0.3374416515855999,0.0025583484144001134,0.0
025020,指数型-股票,-0.01,-0.012577487739999994,-0.0025774877399999934,0.0
025021,指数型-股票,-0.01,-0.012577487739999994,-0.0025774877399999934,0.0
