代码,名称,最新价,涨跌额,涨跌幅,买入,卖出,昨收,今开,最高,最低,成交量,成交额,时点,市盈率,市净率,流通市值,总市值,换手率
sh688182,灿勤科技,32.53,-0.37,-1.125,32.52,32.53,32.9,32.65,33.44,32.32,3694326,121496989,15:00:01,232.357,5.816,1301200.0,1301200.0,0.92358
sh688183,生益电子,85.21,2.58,3.122,85.2,85.21,82.63,82.29,87.5,80.5,14690910,1245595446,15:34:59,213.025,13.741,7087948.232175,7087948.232175,1.76611
sh688184,ST帕瓦,10.46,-0.01,-0.096,10.43,10.46,10.47,10.47,10.5,10.26,1390535,14457480,15:00:03,-2.284,1.046,166363.699644,105109.939644,1.38379
sh688185,康希诺,65.18,-1.27,-1.911,65.18,65.19,66.45,66.0,66.5,65.01,1951209,128035569,15:00:03,-42.601,3.265,1610231.494918,745482.568718,1.70601
sh688186,广大特材,21.93,-0.08,-0.363,21.93,21.94,22.01,21.9,22.19,21.81,4222646,93232518,15:00:03,40.611,1.286,615113.157708,615113.157708,1.50546
sh688187,时代电气,56.62,0.12,0.212,56.62,56.63,56.5,55.71,57.65,55.41,4751120,270319097,15:00:03,21.611,1.87,7688703.908744,4919754.332944,0.54679
sh688188,柏楚电子,149.53,-3.77,-2.459,149.53,149.77,153.3,152.2,153.68,148.7,1271249,191399357,15:00:01,34.774,7.179,4317378.598431,4317378.598431,0.44029
sh688189,南新制药,8.55,0.1,1.183,8.54,8.55,8.45,8.36,8.64,8.36,4999845,42710396,15:00:01,-6.573,2.709,234612.0,234612.0,1.8221
sh688190,云路股份,99.81,0.82,0.828,99.8,99.81,98.99,98.76,101.38,97.36,1764576,175788905,15:00:03,33.182,4.468,1197720.0,1197720.0,1.47048
sh688191,智洋创新,38.41,0.0,0.0,0.0,0.0,38.41,0.0,0.0,0.0,0,0,16:19:31,112.971,10.186,889769.07117,889769.07117,0.0
sh688192,迪哲医药,53.0,-0.82,-1.524,53.0,53.04,53.82,53.25,54.01,52.52,1870420,99614583,15:00:01,-25.98,17.096,2462556.7126,2436359.7507,0.40689
sh688193,仁度生物,52.81,0.63,1.207,52.79,52.81,52.18,52.12,53.53,51.49,478051,25198639,15:00:03,-264.05,2.304,211608.98347,211608.98347,1.19304
sh688195,腾景科技,221.01,-16.64,-7.002,221.0,221.01,237.65,223.0,233.01,220.31,8083530,1824621764,15:00:03,409.278,29.601,2858764.35,2858764.35,6.24935
sh688196,卓越新能,77.77,1.13,1.474,77.76,77.77,76.64,75.27,78.66,75.27,1244429,96652089,15:00:03,62.718,3.408,989162.812715,933240.0,1.03702
sh688197,首药控股,36.3,-0.13,-0.357,36.26,36.3,36.43,36.22,36.8,36.12,625068,22790734,15:00:01,-25.385,8.252,539851.21509,232337.72166,0.97659
sh688198,佰仁医疗,105.2,-1.26,-1.184,105.2,105.27,106.46,107.2,107.2,105.06,229725,24403622,15:00:03,98.318,11.632,1449110.35916,1449110.35916,0.16677
sh688199,久日新材,26.59,0.43,1.644,26.59,26.6,26.16,26.0,26.81,25.8,3313517,88070019,15:00:03,-80.576,1.67,428703.260409,428703.260409,2.05518
sh688200,华峰测控,267.21,-5.69,-2.085,267.21,267.28,272.9,272.15,278.47,267.03,3644281,988470575,15:00:03,108.182,9.332,3621583.305225,3621583.305225,2.68885
sh688201,信安世纪,15.86,0.26,1.667,15.86,15.87,15.6,15.55,16.15,15.45,8188572,130556483,15:34:59,-104.686,3.867,503005.952176,479813.774258,2.70669
sh688202,美迪西,70.0,4.7,7.198,69.97,70.0,65.3,64.58,71.28,63.6,8469728,577172111,15:00:01,-28.34,4.558,940465.288,940465.288,6.30412
sh688203,海正生材,13.28,0.29,2.232,13.24,13.28,12.99,12.93,13.34,12.87,2614765,34429792,15:00:01,73.778,1.827,269156.474304,164828.713296,2.10668
sh688205,德科立,165.36,-8.4,-4.834,165.36,165.38,173.76,166.5,178.0,165.14,9734770,1656662541,15:00:03,199.229,11.48,2617406.200344,2617406.200344,6.15014
sh688206,概伦电子,35.25,-0.51,-1.426,35.23,35.25,35.76,35.67,36.06,34.71,4392919,155476282,15:34:59,-160.227,7.602,1534001.931825,1534001.931825,1.00945
sh688207,格灵深瞳,15.98,-0.05,-0.312,15.98,15.99,16.03,15.9,16.2,15.8,4198589,67369709,15:00:03,-19.024,2.161,413839.088906,413839.088906,1.62124
sh688208,道通科技,34.29,-0.01,-0.029,34.29,34.34,34.3,34.1,34.91,33.78,7020556,242386033,15:00:03,23.648,6.814,2298059.019189,2298059.019189,1.04756
sh688209,英集芯,24.98,0.93,3.867,24.98,24.99,24.05,24.6,26.19,24.21,18848349,472600970,15:34:59,86.138,5.195,1083592.554402,1083592.554402,4.3451
sh688210,统联精密,56.94,0.98,1.751,56.94,56.95,55.96,55.71,59.29,55.01,4476067,257478022,15:00:03,121.149,7.04,921624.160938,921624.160938,2.76541
sh688211,中科微至,33.07,0.16,0.486,33.07,33.09,32.91,33.07,33.4,32.81,420664,13976441,15:00:03,-49.358,1.289,435229.964286,435229.964286,0.31963
sh688212,澳华内镜,42.39,-0.32,-0.749,42.39,42.44,42.71,42.67,42.88,42.3,1312003,55900293,15:00:01,264.938,4.583,570845.99475,570845.99475,0.97427
sh688213,思特威,94.67,-1.88,-1.947,94.66,94.67,96.55,95.2,97.42,94.26,7379962,705524729,15:00:01,96.602,7.721,3808638.238925,3062664.209292,2.28122
sh688215,瑞晟智能,71.66,0.06,0.084,71.3,71.43,71.6,71.11,72.5,69.79,467745,33400687,15:00:01,231.161,9.754,447325.145654,447325.145654,0.74931
sh688216,气派科技,29.73,-1.48,-4.742,29.72,29.73,31.21,30.66,30.66,29.33,4412499,132193577,15:00:03,-30.969,5.453,317753.660265,315987.698265,4.15154
sh688217,睿昂基因,30.82,0.3,0.983,30.82,30.83,30.52,30.51,30.96,30.17,582992,17880233,15:00:01,-110.071,1.905,172147.871472,172147.871472,1.04374
sh688218,江苏北人,21.51,0.16,0.749,21.46,21.51,21.35,21.21,21.79,21.1,1837018,39574742,15:00:01,56.605,2.866,255112.310475,255112.310475,1.5489
sh688219,会通股份,12.24,0.22,1.83,12.24,12.25,12.02,12.0,12.4,11.86,7915858,96724791,15:00:03,28.465,2.264,672710.4,672710.4,1.44029
sh688220,翱捷科技,77.66,-1.24,-1.572,77.66,77.68,78.9,78.34,79.15,76.76,6083724,474188226,15:00:03,-45.682,5.891,3248524.703974,2866736.052312,1.64808
sh688221,前沿生物,23.1,0.92,4.148,23.1,23.11,22.18,22.17,23.67,21.61,13988992,320002511,15:00:03,-42.778,8.816,865276.68843,865276.68843,3.73459
sh688222,成都先导,29.84,-0.4,-1.323,29.84,29.85,30.24,30.1,30.66,29.67,9683825,291542092,15:00:01,229.538,8.13,1195629.12,1195629.12,2.41685
sh688223,晶科能源,8.33,0.44,5.577,8.33,8.34,7.89,7.61,8.76,7.6,532674119,4374181866,15:34:59,833.0,3.05,8334334.939497,8334334.939497,5.32397
sh688225,亚信安全,19.72,-0.11,-0.555,19.71,19.72,19.83,19.8,20.03,19.58,3765668,74648568,15:00:03,795.161,4.441,788819.72,788819.72,0.94139
sh688226,威腾电气,39.0,1.15,3.038,38.91,39.0,37.85,37.6,39.26,37.52,2671320,103453772,15:00:03,63.934,4.41,736224.528,736224.528,1.41508
sh688227,品高股份,66.86,-0.78,-1.153,66.86,66.9,67.64,66.82,69.17,66.0,2252853,152203585,15:00:01,-117.298,5.838,755887.56865,755887.56865,1.9927
sh688228,开普云,164.5,-7.15,-4.165,164.48,164.5,171.65,169.94,171.88,163.0,2542365,424348990,15:00:03,530.645,8.338,1111210.002,1111210.002,3.76364
sh688229,博睿数据,83.9,3.55,4.418,83.76,83.9,80.35,77.09,85.87,77.08,3575694,291159388,15:34:59,-31.541,8.901,372516.0,372516.0,8.05336
sh688230,芯导科技,71.29,-1.43,-1.966,71.29,71.3,72.72,72.45,72.81,71.29,1120597,80741221,15:00:03,79.211,3.692,838370.4,838370.4,0.95289
sh688231,隆达股份,29.3,-1.6,-5.178,29.29,29.3,30.9,30.44,30.44,28.91,6692633,197418612,15:00:01,108.519,2.597,723291.42899,723291.42899,2.71114
sh688232,新点软件,28.1,-0.4,-1.404,28.1,28.13,28.5,28.4,28.78,28.01,1690676,47973065,15:00:01,44.603,1.707,904769.34975,904769.34975,0.52508
sh688233,神工股份,86.64,-3.62,-4.011,86.61,86.64,90.26,88.0,90.2,86.5,5883562,518579511,15:00:01,361.0,7.949,1475528.896704,1475528.896704,3.45471
sh688234,天岳先进,93.18,-0.4,-0.427,93.18,93.2,93.58,92.1,97.27,91.0,6769265,639021700,15:00:00,221.857,6.104,4515675.592992,4004047.507992,1.57531
sh688235,百济神州,272.5,-3.1,-1.125,272.5,272.78,275.6,274.0,275.5,270.71,1411383,385775557,15:00:00,-74.863,14.312,41983470.29525,3135255.835,1.2267
sh688236,春立医疗,23.08,-0.05,-0.216,23.08,23.13,23.13,23.0,23.43,22.8,1344669,31136611,15:00:03,69.939,2.966,885276.098,665691.824,0.46621
sh688237,超卓航科,48.89,1.28,2.689,48.89,48.92,47.61,48.14,49.34,47.37,1251853,60899248,15:00:03,325.933,3.623,438455.063328,438455.063328,1.39588
sh688238,和元生物,7.05,0.08,1.148,7.05,7.06,6.97,6.97,7.12,6.89,7442135,52429049,15:00:01,-14.185,3.089,457570.8735,452007.7185,1.16076
sh688239,航宇科技,65.7,-2.0,-2.954,65.7,65.8,67.7,66.5,67.61,64.34,4784957,316583360,15:00:03,50.538,6.361,1252439.36937,1252439.36937,2.51007
sh688244,永信至诚,22.41,0.1,0.448,22.38,22.41,22.31,22.17,22.62,21.94,1379114,30868720,15:00:01,280.125,3.494,338304.764079,338304.764079,0.91355
sh688246,嘉和美康,24.37,-0.13,-0.531,24.37,24.38,24.5,24.18,24.71,23.9,3097425,75394967,15:34:59,-13.102,2.426,335296.102326,335296.102326,2.25127
sh688247,宣泰医药,10.41,0.05,0.483,10.41,10.42,10.36,10.4,10.55,10.37,3226022,33736224,15:00:00,37.179,3.608,471926.94,471926.94,0.71161
sh688248,南网科技,49.92,-0.2,-0.399,49.91,49.92,50.12,49.86,50.68,48.77,3534601,177169730,15:00:03,76.8,8.812,2818982.4,2818982.4,0.62593
sh688249,晶合集成,34.68,0.31,0.902,34.67,34.68,34.37,33.79,36.42,33.7,31704684,1106915419,15:34:59,128.444,3.254,6962328.005196,4120740.842448,2.66825
sh688251,井松智能,26.83,0.78,2.994,26.71,26.83,26.05,26.14,27.32,25.71,2077368,55307287,15:00:01,53.66,3.227,269916.413595,268040.52707,2.07938
sh688252,天德钰,22.28,-0.2,-0.89,22.27,22.28,22.48,22.35,22.67,22.1,4332615,97153914,15:00:03,32.765,3.868,911299.547748,413974.043528,2.3318
sh688253,英诺特,34.91,-0.3,-0.852,34.91,34.95,35.21,35.38,35.47,34.86,1058026,37163023,15:00:03,19.287,2.353,478212.247156,478212.247156,0.77237
sh688255,凯尔达,34.53,0.59,1.738,34.53,34.54,33.94,33.6,34.98,33.51,2517612,86787951,15:00:03,115.1,3.582,379342.67811,379342.67811,2.29168
sh688256,寒武纪,1036.99,-21.34,-2.016,1036.99,1037.0,1058.33,1042.55,1062.68,1015.56,7981348,8272185155,15:34:59,-951.367,38.659,43728330.44383,43382499.878576,1.90781
sh688257,新锐股份,48.27,-1.03,-2.089,48.27,48.28,49.3,48.9,49.8,48.17,4473357,218691769,15:00:03,47.655,5.259,1218375.848808,1218375.848808,1.77227
sh688258,卓易信息,126.78,-5.37,-4.064,126.78,126.79,132.15,129.0,132.58,126.78,4617906,594660906,15:00:03,469.556,17.548,1535841.280686,1535841.280686,3.81197
sh688259,创耀科技,42.18,-0.25,-0.589,42.17,42.18,42.43,42.36,43.09,42.0,1669544,71189724,15:00:03,78.111,2.991,471150.6,471150.6,1.49467
sh688260,昀冢科技,29.51,0.33,1.131,29.51,29.59,29.18,28.9,30.08,28.73,2844182,84135992,15:00:03,-28.57,28.726,354120.0,354120.0,2.37015
sh688261,东微半导,87.69,-2.06,-2.295,87.68,87.69,89.75,88.01,89.69,87.5,2834680,250421696,15:00:03,265.727,3.645,1074859.955775,1070664.988941,2.32167
sh688262,国芯科技,39.21,-0.89,-2.219,39.21,39.23,40.1,38.92,40.8,38.08,27372695,1080599714,15:34:59,-71.291,6.389,1317455.658873,1317455.658873,8.14664
sh688265,南模生物,45.9,0.17,0.372,45.89,45.9,45.73,45.2,46.8,44.83,657599,30192995,15:00:01,573.75,2.102,357852.52467,357852.52467,0.84347
sh688266,泽璟制药,91.43,0.93,1.028,91.43,91.5,90.5,90.75,93.33,88.8,3316604,304166308,15:00:03,-175.827,21.063,2420226.944598,2420226.944598,1.25293
sh688267,中触媒,28.74,0.21,0.736,28.74,28.78,28.53,28.4,29.26,28.3,2153616,62319233,15:00:03,33.812,1.779,506398.8,506398.8,1.22226
sh688268,华特气体,61.73,0.04,0.065,61.72,61.73,61.69,60.95,62.43,60.95,1404005,87016909,15:00:03,40.084,4.027,740737.635221,740237.622221,1.17083
sh688269,凯立新材,42.81,-0.3,-0.696,42.81,42.9,43.11,42.6,43.65,42.0,2278897,97821033,15:00:01,60.296,5.438,559543.824,559543.824,1.74356
sh688270,臻镭科技,182.0,-7.0,-3.704,182.0,182.01,189.0,183.31,191.87,181.0,14032045,2601177606,15:34:59,2275.0,17.518,3895739.12,3895739.12,6.55545
sh688271,联影医疗,128.5,-0.91,-0.703,128.5,128.51,129.41,129.41,129.8,127.81,3266039,421059554,15:00:03,83.442,5.089,10590430.1458,10590430.1458,0.39629
sh688272,富吉瑞,30.27,-0.17,-0.558,30.25,30.27,30.44,30.07,31.12,30.07,1484523,45362245,15:00:03,201.8,5.063,230052.0,230052.0,1.95332
sh688273,麦澜德,43.44,-0.75,-1.697,43.44,43.48,44.19,44.02,44.37,43.22,1057276,46221227,15:00:03,42.138,3.176,434400.0,159975.57576,2.87094
sh688275,万润新能,86.5,8.05,10.261,86.5,86.51,78.45,77.9,89.76,77.1,9709812,825972412,15:00:01,-12.357,2.087,1090924.70495,731762.10375,11.47776
sh688276,百克生物,20.04,0.03,0.15,20.04,20.06,20.01,19.98,20.3,19.91,1930062,38878605,15:00:03,35.786,2.095,828969.826392,828969.826392,0.46658
sh688277,天智航,27.05,2.42,9.825,27.04,27.05,24.63,24.1,27.6,23.45,27755952,725953656,15:00:01,-100.185,9.875,1233458.45197,1233458.45197,6.08694
sh688278,特宝生物,69.11,-0.66,-0.946,69.11,69.2,69.77,69.78,69.78,68.1,2958983,203595546,15:00:03,34.044,9.374,2820997.49628,2820997.49628,0.7249
sh688279,峰岹科技,195.12,5.64,2.977,195.12,195.39,189.48,189.11,197.99,185.71,1277419,245717717,15:00:03,80.963,4.522,2246105.92896,1825505.25696,1.36538
sh688280,精进电动,10.03,-0.08,-0.791,10.03,10.04,10.11,10.06,10.3,9.88,25952600,262084813,15:00:01,-13.554,8.888,591992.332001,522105.777435,4.98567
sh688281,华秦科技,93.7,-2.34,-2.436,93.7,93.74,96.04,94.5,97.38,93.51,2145959,204221215,15:00:03,43.991,5.483,2553987.22475,2553987.22475,0.7873
sh688282,理工导航,71.82,-1.88,-2.551,71.82,71.88,73.7,72.99,76.52,70.98,1478187,108387633,15:00:03,-1436.4,4.943,632016.0,632016.0,1.67976
sh688283,坤恒顺维,48.46,-0.59,-1.203,48.46,48.47,49.05,48.18,49.37,47.61,815324,39655965,15:00:01,161.533,6.107,590242.8,590242.8,0.6694
sh688285,高铁电气,9.62,0.07,0.733,9.61,9.62,9.55,9.58,9.71,9.42,2855072,27399517,15:00:03,80.234,2.161,361990.896306,361990.896306,0.75874
sh688286,敏芯股份,76.46,0.88,1.164,76.46,76.47,75.58,74.57,77.19,74.32,1486807,113050430,15:00:03,-121.365,4.003,428633.016712,428633.016712,2.65218
sh688287,*ST观典,5.26,-0.1,-1.866,5.25,5.26,5.36,5.36,5.41,5.23,3951871,21015810,15:00:03,-14.216,2.542,194891.2056,194891.2056,1.06659
sh688288,鸿泉技术,28.25,0.92,3.366,28.24,28.25,27.33,27.17,29.33,26.62,5904933,168657400,15:00:01,-941.667,3.642,281973.7138,281973.7138,5.91595
sh688289,圣湘生物,19.97,-0.03,-0.15,19.97,19.98,20.0,20.01,20.18,19.88,5144115,103221324,15:34:59,42.489,1.623,1157037.847982,1157037.847982,0.88785
sh688290,景业智能,52.78,0.32,0.61,52.59,52.78,52.46,52.47,53.38,51.95,541023,28595239,15:00:03,142.649,4.266,539357.310492,539357.310492,0.52943
sh688291,金橙子,43.93,-0.94,-2.095,43.92,43.93,44.87,44.8,44.8,43.29,2269874,100098427,15:00:01,146.433,4.74,451014.8131,451014.8131,2.21092
sh688292,浩瀚深度,27.58,-0.17,-0.613,27.58,27.6,27.75,27.48,28.18,27.33,4460893,123889527,15:00:03,119.913,4.306,436725.902144,278092.030384,4.42413
sh688293,奥浦迈,55.9,3.48,6.639,55.89,55.9,52.42,51.5,57.85,51.5,2825648,157975228,15:00:03,294.211,3.028,636254.66086,636254.66086,2.48256
sh688295,中复神鹰,30.9,-0.51,-1.624,30.88,30.9,31.41,31.07,31.61,30.67,4084821,127393242,15:00:03,-220.714,5.93,2781000.0,2781000.0,0.45387
sh688296,和达科技,16.06,0.03,0.187,16.05,16.06,16.03,15.87,16.26,15.8,1362891,21917902,15:00:03,-321.2,2.727,173285.24796,172473.41496,1.26907
sh688297,中无人机,48.11,-0.65,-1.333,48.1,48.11,48.76,48.8,48.8,47.7,5104378,246287129,15:00:01,-601.375,5.672,3247425.0,3247425.0,0.7562
sh688298,东方生物,24.3,0.03,0.124,24.3,24.32,24.27,24.19,24.45,24.15,1575591,38348140,15:00:03,-9.033,0.77,489888.0,489888.0,0.78154
sh688299,长阳科技,19.65,0.11,0.563,19.65,19.66,19.54,19.44,20.17,19.3,7786981,153842409,15:00:03,-196.5,2.712,564727.03671,564727.03671,2.70952
sh688300,联瑞新材,59.83,-0.02,-0.033,59.82,59.83,59.85,59.12,60.94,59.12,3103046,186467224,15:00:00,44.319,8.845,1444710.16377,1444710.16377,1.28507
sh688301,奕瑞科技,122.07,0.47,0.387,122.07,122.08,121.6,119.5,124.9,119.19,2105391,257291882,15:00:03,37.445,4.432,2581159.639773,2446284.740913,1.05059
sh688302,海创药业,45.83,-0.18,-0.391,45.82,45.83,46.01,46.67,46.67,45.75,886653,40871973,15:00:03,-22.801,4.122,453788.485634,453788.485634,0.89547
sh688303,大全能源,24.0,0.35,1.48,24.0,24.01,23.65,23.49,24.32,23.15,16145807,385233769,15:00:03,-18.898,1.317,5148493.7376,5148493.7376,0.75265
sh688305,科德数控,58.82,0.07,0.119,58.82,58.85,58.75,58.26,59.29,58.26,1280836,75403686,15:00:03,44.788,4.164,781757.079996,777681.442196,0.96876
sh688306,均普智能,10.4,0.03,0.289,10.4,10.41,10.37,10.33,10.57,10.23,7711682,80564220,15:00:01,1552.239,7.062,1277414.112,1277414.112,0.62784
sh688307,中润光学,46.44,-0.4,-0.854,46.43,46.44,46.84,46.7,48.22,45.87,2036670,95590664,15:00:00,76.131,4.658,412266.456,273639.907368,3.45648
sh688308,欧科亿,48.39,1.38,2.936,48.36,48.39,47.01,46.95,50.5,46.21,7048633,341792337,15:00:01,134.417,2.98,768344.685012,768344.685012,4.4392
sh688309,恒誉环保,33.09,1.44,4.55,33.09,33.1,31.65,31.66,33.66,31.17,2785043,90802168,15:00:03,151.998,3.505,262738.799121,262738.799121,3.50755
sh688310,迈得医疗,17.39,0.64,3.821,17.38,17.39,16.75,16.74,17.85,16.54,6513332,113310187,15:00:01,-144.917,3.588,289056.04091,289056.04091,3.91851
sh688311,盟升电子,44.99,0.08,0.178,44.97,44.99,44.91,43.89,46.2,43.89,5483565,249380384,15:00:01,-26.78,4.777,755474.176534,755474.176534,3.26557
sh688312,燕麦科技,49.8,4.2,9.211,49.79,49.8,45.6,44.0,52.78,44.0,15237723,739196493,15:34:59,75.455,4.911,725940.65568,725940.65568,10.45318
sh688313,仕佳光子,78.65,-0.5,-0.632,78.64,78.65,79.15,78.03,81.49,77.66,17464679,1390883872,15:34:59,547.702,24.083,3554872.46972,3554872.46972,3.86398
sh688314,康拓医疗,39.48,0.86,2.227,39.48,39.49,38.62,38.64,39.96,38.27,2056043,81199504,15:00:01,36.22,4.66,320732.251056,320732.251056,2.53085
sh688315,诺禾致源,15.49,-0.06,-0.386,15.48,15.49,15.55,15.4,15.74,15.3,3132155,48726193,15:00:01,32.271,2.484,644693.8,644693.8,0.75256
sh688316,青云科技,75.4,2.46,3.373,75.4,75.41,72.94,72.22,78.9,71.01,4813552,362072791,15:34:59,-37.7,94.629,361151.89266,361151.89266,10.04956
sh688317,之江生物,21.55,0.07,0.326,21.55,21.56,21.48,21.48,21.9,21.48,3411312,73845496,15:00:03,-32.164,1.22,414100.487845,414100.487845,1.77526
sh688318,财富趋势,129.09,-3.1,-2.345,129.09,129.28,132.19,131.75,132.3,129.09,1691240,221256565,15:00:03,77.765,8.925,3306246.264048,3306246.264048,0.66033
sh688319,欧林生物,23.59,-0.41,-1.708,23.58,23.59,24.0,23.98,24.09,23.5,3092200,73468255,15:00:03,460.742,9.971,957067.2951,956360.5387,0.76274
sh688320,禾川科技,34.94,0.44,1.275,34.94,34.96,34.5,34.46,35.48,33.88,2487412,86551648,15:00:03,-31.764,4.221,527641.755992,527641.755992,1.64714
sh688321,微芯生物,31.02,-0.09,-0.289,31.02,31.06,31.11,31.05,31.4,30.75,7021050,218684752,15:00:03,-110.47,8.256,1265019.048018,1265019.048018,1.72166
sh688322,奥比中光,92.95,3.89,4.368,92.93,92.95,89.06,88.3,96.3,87.75,9709044,898876348,15:00:03,-580.938,12.526,3728635.7108,2962097.06364,3.04668
sh688323,瑞华泰,24.91,-0.51,-2.006,24.91,24.93,25.42,24.9,25.66,24.55,6233002,156185840,15:00:03,-77.844,5.922,448380.557984,448380.557984,3.46277
sh688325,赛微微电,96.02,-1.97,-2.01,96.02,96.05,97.99,97.1,98.42,95.48,890670,86250138,15:00:01,99.678,4.81,827106.82203,768160.0,1.11334
sh688326,经纬恒润,138.48,0.03,0.022,138.3,138.48,138.45,137.25,141.26,135.6,2332341,324007687,15:00:03,-28.971,4.214,1661192.78592,1545744.724128,2.08949
sh688327,云从科技,14.74,-0.25,-1.668,14.74,14.75,14.99,14.91,15.09,14.62,20980531,311970590,15:00:01,-22.0,16.125,1530820.51848,1228492.09296,2.51734
sh688328,深科达,32.67,0.27,0.833,32.67,32.69,32.4,31.98,33.26,31.95,2445359,80102421,15:00:03,-29.17,3.723,308588.715765,308588.715765,2.58888
sh688329,艾隆科技,25.6,0.21,0.827,25.6,25.63,25.39,25.51,25.99,24.93,1631703,41798885,15:00:03,-88.276,2.544,197632.0,197632.0,2.1136
sh688330,宏力达,44.75,0.66,1.497,44.75,44.76,44.09,43.69,45.28,43.61,3298322,147830359,15:34:59,27.958,1.618,626500.0,626500.0,2.35594
sh688331,荣昌生物,99.68,-0.52,-0.519,99.68,99.69,100.2,99.51,103.33,97.73,4249949,428961391,15:00:03,-36.513,24.252,5626711.550544,1625712.140416,2.60584
sh688332,中科蓝讯,132.09,0.26,0.197,132.09,132.1,131.83,130.6,135.79,130.04,1737255,231517813,15:34:59,52.836,3.89,1592981.6238,1592981.6238,1.44053
sh688333,铂力特,102.2,-2.46,-2.35,102.2,102.21,104.66,103.74,105.93,101.99,6494144,673326538,15:34:59,265.593,5.685,2803572.61828,2803572.61828,2.36734
sh688334,西高院,24.01,0.25,1.052,24.01,24.02,23.76,23.51,24.37,23.3,5905920,141699059,15:00:01,33.241,2.66,760107.297866,376728.179898,3.76402
sh688335,复洁科技,39.12,-0.28,-0.711,39.12,39.13,39.4,39.36,39.93,38.78,3156199,124091071,15:00:01,-111.771,5.059,579111.323904,579111.323904,2.13207
sh688336,三生国健,60.42,1.67,2.843,60.4,60.42,58.75,58.63,62.35,58.2,7008779,426061685,15:00:01,53.0,6.331,3734478.651126,3726619.761306,1.13634
sh688337,普源精电,39.75,1.96,5.187,39.7,39.75,37.79,37.6,39.91,37.3,4960674,192918431,15:00:03,81.122,2.453,770650.807575,739019.92395,2.66822
sh688338,赛科希德,33.25,0.34,1.033,33.25,33.26,32.91,32.64,34.86,32.0,7891263,264921952,15:00:01,31.075,2.12,352923.48,352923.48,7.4346
sh688339,亿华通,31.0,-1.1,-3.427,30.98,31.0,32.1,31.85,31.98,30.97,5269828,164984996,15:00:01,-15.736,3.292,745649.4511,606940.0689,2.69161
sh688343,云天励飞,78.9,0.63,0.805,78.83,78.9,78.27,77.82,80.79,75.98,9355908,735552311,15:34:59,-48.405,7.314,2837270.6682,2087748.7566,3.53578
sh688345,博力威,35.64,0.57,1.625,35.62,35.64,35.07,34.35,36.1,34.35,903631,32095354,15:34:59,-36.742,3.265,360496.818,356400.0,0.90363
sh688347,华虹公司,130.26,-0.73,-0.557,130.26,130.29,130.99,128.5,133.6,127.5,11675027,1529129519,15:34:59,592.091,5.086,22634396.946018,5311351.5,2.86328
sh688348,昱能科技,54.93,0.03,0.055,54.93,54.96,54.9,54.68,55.98,52.88,3759144,205224818,15:00:03,61.033,2.37,858431.950455,858431.950455,2.40543
sh688349,三一重能,27.73,0.06,0.217,27.72,27.73,27.67,27.51,28.13,27.21,3871207,107390390,15:00:01,18.397,2.562,3400818.888195,3298439.728195,0.32545
sh688350,富淼科技,32.34,0.55,1.73,32.32,32.34,31.79,32.06,32.68,31.0,6784751,216670929,15:00:03,-808.5,3.112,426594.071442,426594.071442,5.1435
sh688351,微电生理,23.44,-0.05,-0.213,23.44,23.45,23.49,23.49,23.67,23.11,2754711,64537845,15:00:03,211.935,6.158,1103086.4,292671.561064,2.20624
sh688352,颀中科技,13.88,-0.15,-1.069,13.87,13.88,14.03,13.92,14.12,13.84,10787658,150921322,15:00:03,53.385,2.744,1650383.755744,507842.998724,2.94841
sh688353,华盛锂电,104.21,5.71,5.797,104.2,104.21,98.5,96.31,106.96,96.28,8201075,847991936,15:00:03,-94.736,5.033,1662149.5,1662149.5,5.14174
sh688355,明志科技,20.39,0.26,1.292,20.36,20.39,20.13,20.03,20.52,19.93,1235465,25138398,15:00:03,37.759,2.373,252746.430808,252746.430808,0.9967
sh688356,键凯科技,97.36,2.81,2.972,97.36,97.54,94.55,93.78,99.94,92.68,1268127,123385783,15:00:00,198.694,4.55,590495.2152,590495.2152,2.09087
sh688357,建龙微纳,33.45,0.25,0.753,33.45,33.48,33.2,33.31,33.98,32.93,1087541,36596543,15:00:03,44.6,1.928,334700.281875,334700.281875,1.08689
sh688358,祥生医疗,35.71,0.11,0.309,35.71,35.76,35.6,35.77,35.92,35.0,942664,33567000,15:00:01,28.341,2.86,400400.564023,399864.914023,0.84185
sh688359,三孚新科,75.19,-0.3,-0.397,75.19,75.21,75.49,75.06,78.48,74.18,3467655,264758766,15:00:03,-537.071,11.89,739344.375293,739344.375293,3.52654
sh688360,德马科技,19.59,0.28,1.45,19.59,19.6,19.31,19.35,19.73,19.15,2395611,46787167,15:00:03,39.98,3.515,516677.761653,494228.342565,0.94956
sh688361,中科飞测,192.0,1.38,0.724,192.0,192.08,190.62,189.74,196.88,187.02,5924130,1142050147,15:00:01,-4800.0,26.383,6723134.1504,4767188.2752,2.38596
sh688362,甬矽电子,43.25,-0.78,-1.772,43.2,43.25,44.03,43.31,44.27,42.8,9191070,401024762,15:34:59,270.313,6.958,1775339.10475,1775339.10475,2.23909
sh688363,华熙生物,50.2,-0.78,-1.53,50.2,50.22,50.98,50.0,50.85,49.3,8874645,442712959,15:00:03,139.444,3.425,2418024.77484,2418024.77484,1.84244
